cu_base_index,cu_charge_rt,cu_fund_mgmt_co,cu_lev_fector,cu_strtegy,cu_upt_dt,du_bpr,du_clpr,du_er_1d,du_er_1m,du_er_1y,du_er_3m,du_er_6m,du_er_ytd,du_hpr,du_last_aum,du_last_nav,du_lpr,du_nav_rnf_amt,du_nav_yday,du_upt_dt,du_val_1d,du_val_1m,du_val_5d,du_vol_1d,du_vol_avg_1m,du_vol_avg_5d,nru_mkt_diff_rt,nru_mkt_inav,pd_abrv_nm,pd_circ_net_tamt,pd_circ_stk_cnt,pd_curr_cd,pd_curr_nm,pd_dvid_cycl,pd_exg_mkt_cd,pd_exg_mkt_nm,pd_grp_no,pd_itm_no,pd_itm_no_ma,pd_lst_stk_cnt,pd_lste_dt,pd_lstg_dt,pd_mkt_id,pd_mkt_nm,pd_nav_pshr,pd_net_tamt,pd_nm,pd_pen_risk_nm,pd_pen_tr_yn,pd_risk_cd,pd_risk_nm,pd_sale_yn,pd_sect_cd,pd_sect_nm,pd_spac_yn,pd_stk_cnt,pd_tr_yn,ru_mkt_price,ru_mkt_volume,wu_core_yn,wu_inv_ast_type,wu_inv_rgn,wu_upt_dt,risk_grade,risk_available,instrument_type,expense_ratio_available,region_std,region_mapping_status,asset_class_std,asset_class_mapping_status,as_of_date,source_table,fee_krx_pct,base_index_krx,asset_class_krx,fee_conflict,expense_ratio_filled,expense_ratio_source,base_index_filled,base_index_source
,0.52,KB,1.0,실물복제,20260615.0,104085.0,104320.0,0.23,0.09,-2.91,-0.88,-1.51,-1.63,104360.0,139665466400.0,104227.96,104320.0,-104227.96,104227.96,2026-06-15 00:00:00,123215955.0,228032090.1,232223111.4,1181.0,2189.85,2235.0,,,RISE 중기우량회사채,139473900000.0,1340000.0,CURR_CD_KRW,한국원화,,EXG_MKT_NO_001,유가증권,ETF,KR7136340007,A136340,1325000.0,99991231.0,20110415.0,STK,유가증권,104227.96,138102049199.0,KB RISE 중기우량회사채증권상장지수투자신탁(채권),안전자산,Y,PD_RISK_GCD_15,낮은위험(5등급),1,2.0,,N,1325000.0,0.0,,,N,채권,국내,20260615.0,5.0,True,ETF,True,KR,mapped,BOND,mapped,2026-07-11,PREF01N001,0.07,KOBI 크레딧 지수(총수익),채권,True,0.52,provided,KOBI 크레딧 지수(총수익),external_krx_20260806
,,미래에셋,1.0,실물복제,20260615.0,22310.0,21410.0,-4.03,1.42,147.8,11.77,96.24,84.25,22855.0,196712950000.0,22481.48,21395.0,-22481.48,22481.48,2026-06-15 00:00:00,31342761856.0,33408698140.9,35874568162.8,1420442.0,1664426.2,1768225.0,,,TIGER AI반도체핵심공정,195212500000.0,8750000.0,CURR_CD_KRW,한국원화,,EXG_MKT_NO_001,유가증권,ETF,KR7471760009,A471760,8950000.0,99991231.0,20231121.0,STK,유가증권,22481.48,197837058656.0,미래에셋 TIGER AI반도체핵심공정증권상장지수투자신탁(주식),위험자산,Y,PD_RISK_GCD_12,높은위험(2등급),1,2.0,,N,8800000.0,0.0,,,N,주식,국내,20260615.0,2.0,True,ETF,False,KR,mapped,EQUITY,mapped,2026-07-11,PREF01N001,0.45,iSelect AI반도체핵심공정지수,주식,False,0.45,external_krx_20260806,iSelect AI반도체핵심공정지수,external_krx_20260806
,,KB,1.0,실물복제,20260615.0,11885.0,11900.0,0.13,6.68,,2.15,9.22,12.37,11930.0,25639545500.0,11925.37,11840.0,-11925.37,11925.37,2026-06-15 00:00:00,467438253.0,233910574.5,206363935.6,39272.0,20241.3,17368.4,,,RISE 미국고배당다우존스TOP10,25552750000.0,2150000.0,CURR_CD_KRW,한국원화,,EXG_MKT_NO_001,유가증권,ETF,KR70115C0002,A0115C0,2150000.0,99991231.0,20251021.0,STK,유가증권,11925.37,25639547522.0,KB RISE 미국고배당다우존스TOP10증권상장지수투자신탁(주식),위험자산,Y,PD_RISK_GCD_12,높은위험(2등급),1,2.0,,N,2150000.0,0.0,,,N,주식,미국,20260615.0,2.0,True,ETF,False,US,mapped,EQUITY,mapped,2026-07-11,PREF01N001,0.01,Dow Jones U.S. High Dividend 10 Index,주식,False,0.01,external_krx_20260806,Dow Jones U.S. High Dividend 10 Index,external_krx_20260806
,0.0,한화,1.0,실물복제,20260615.0,84630.0,88265.0,4.3,13.3,194.31,55.67,107.85,101.63,91847.0,21017795000.0,84071.18,84137.0,-84071.18,84071.18,2026-06-15 00:00:00,101465565.0,114651949.5,88627590.4,1149.0,1408.95,1076.4,,,PLUS 코스피,21157500000.0,250000.0,CURR_CD_KRW,한국원화,,EXG_MKT_NO_001,유가증권,ETF,KR7227830007,A227830,250000.0,99991231.0,20150923.0,STK,유가증권,84071.18,21017793808.0,한화 PLUS KOSPI 증권상장지수투자신탁(주식),위험자산,Y,PD_RISK_GCD_12,높은위험(2등급),1,2.0,,N,250000.0,0.0,,,Y,주식,국내,20260615.0,2.0,True,ETF,True,KR,mapped,EQUITY,mapped,2026-07-11,PREF01N001,0.2,코스피,주식,True,0.0,provided,코스피,external_krx_20260806
,,신한,1.0,실물복제,20260615.0,10545.0,11215.0,6.35,-6.35,,-1.02,,14.09,11280.0,74394561000.0,10552.42,10955.0,-10552.42,10552.42,2026-06-15 00:00:00,3224621911.0,6044444476.15,2856791419.8,290087.0,529786.65,277749.8,,,SOL 조선기자재,0.0,7050000.0,CURR_CD_KRW,한국원화,,EXG_MKT_NO_001,유가증권,ETF,KR70141S0002,A0141S0,7050000.0,99991231.0,20251216.0,STK,유가증권,10552.42,74394584964.0,신한 SOL 조선기자재증권상장지수투자신탁[주식],위험자산,Y,PD_RISK_GCD_12,높은위험(2등급),1,2.0,,N,7050000.0,0.0,,,N,주식,국내,20260615.0,2.0,True,ETF,False,KR,mapped,EQUITY,mapped,2026-07-11,PREF01N001,0.45,FnGuide 조선기자재 지수(PR),주식,False,0.45,external_krx_20260806,FnGuide 조선기자재 지수(PR),external_krx_20260806
,,키움증권(주),1.0,C,20260615.0,36560.0,38490.0,5.28,18.61,,73.11,151.24,143.22,38490.0,0.0,38567.24,38297.0,1944.83,36622.41,2026-06-15 00:00:00,76787.0,2111052.6,1014478.4,2.0,60.35,27.6,,,키움 코스피200 선물 달러노출 ETN,0.0,0.0,CURR_CD_KRW,한국원화,,EXG_MKT_NO_001,유가증권,ETN,KRG760000213,Q760021,700000.0,99991231.0,20250703.0,STK,유가증권,38567.24,25635687000.0,키움증권 키움 코스피200 선물 달러노출 상장지수증권 제21호,N,N,PD_RISK_GCD_11,매우높은위험(1등급),1,3.0,,N,700000.0,0.0,,,N,주식,국내,20260615.0,1.0,True,ETN,False,KR,mapped,EQUITY,mapped,2026-07-11,PREF01N001,,,,False,,,,
,0.0,삼성,1.0,액티브,20260615.0,110395.0,110725.0,0.3,0.08,-6.46,-2.03,-3.44,-3.36,110925.0,4183663788750.0,110459.77,110700.0,-110459.77,110459.77,2026-06-15 00:00:00,7666859375.0,4841314725.85,6293696564.0,69244.0,43828.6,57135.4,,,KODEX 종합채권(AA-이상)액티브,0.0,37875000.0,CURR_CD_KRW,한국원화,,EXG_MKT_NO_001,유가증권,ETF,KR7273130005,A273130,37078000.0,99991231.0,20170629.0,STK,유가증권,110459.77,4183663764148.0,삼성 KODEX 종합채권(AA-이상)액티브증권상장지수투자신탁[채권],안전자산,Y,PD_RISK_GCD_15,낮은위험(5등급),1,2.0,,N,37875000.0,0.0,,,N,채권,국내,20260615.0,5.0,True,ETF,True,KR,mapped,BOND,mapped,2026-07-11,PREF01N001,0.045,KAP 한국종합채권지수,채권,True,0.0,provided,KAP 한국종합채권지수,external_krx_20260806
,,신한투자증권 주식회사,,,,4200.0,4200.0,0.0,0.0,-26.19,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,신한 인버스 2X Russell 2000 ETN,,,CURR_CD_KRW,한국원화,,EXG_MKT_NO_001,유가증권,ETN,KRG500000572,Q500057,1000000.0,20251021.0,20201202.0,STK,유가증권,,,신한투자증권 신한 인버스 2X Russell 2000 상장지수증권 제57호,N,N,PD_RISK_GCD_11,매우높은위험(1등급),0,,,,,0.0,,,N,주식,국내,20260615.0,1.0,True,ETN,False,KR,mapped,EQUITY,mapped,2026-07-11,PREF01N001,,,,False,,,,
,,신한투자증권 주식회사,,,,9480.0,9480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,신한 블룸버그 레버리지 WTI원유 선물 ETN,,,CURR_CD_KRW,한국원화,,EXG_MKT_NO_001,유가증권,ETN,KRG500000655,Q500065,1000000.0,20250508.0,20220427.0,STK,유가증권,,,신한투자증권 신한 블룸버그 레버리지 WTI원유 선물 상장지수증권 제65호,N,N,PD_RISK_GCD_11,매우높은위험(1등급),0,,,,,0.0,,,N,원자재,국내,20260615.0,1.0,True,ETN,False,KR,mapped,COMMODITY,mapped,2026-07-11,PREF01N001,,,,False,,,,
,,삼성,1.0,실물복제,20260615.0,9800.0,9720.0,-0.82,-13.41,6.7,-27.84,-24.3,-22.18,10075.0,233079828800.0,9744.14,9700.0,-9744.14,9744.14,2026-06-15 00:00:00,11849086534.0,13897542945.9,11017362510.2,1204994.0,1304804.65,1127374.6,,,KODEX 바이오,0.0,23920000.0,CURR_CD_KRW,한국원화,,EXG_MKT_NO_001,유가증권,ETF,KR7244580007,A244580,23920000.0,99991231.0,20160513.0,STK,유가증권,9744.14,233079873713.0,삼성 KODEX 바이오증권상장지수투자신탁[주식],위험자산,Y,PD_RISK_GCD_12,높은위험(2등급),1,2.0,,N,23920000.0,0.0,,,N,주식,국내,20260615.0,2.0,True,ETF,False,KR,mapped,EQUITY,mapped,2026-07-11,PREF01N001,0.45,FnGuide 바이오 지수,주식,False,0.45,external_krx_20260806,FnGuide 바이오 지수,external_krx_20260806
,,KB,1.0,실물복제,20260615.0,93590.0,98500.0,5.25,13.23,366.38,77.0,171.76,147.86,99800.0,659576497500.0,93556.95,97485.0,-93556.95,93556.95,2026-06-15 00:00:00,20111219450.0,39895440996.75,27279047239.8,203664.0,437532.85,294257.2,,,RISE 대형고배당10TR,659809500000.0,7050000.0,CURR_CD_KRW,한국원화,,EXG_MKT_NO_001,유가증권,ETF,KR7315960005,A315960,7000000.0,99991231.0,20190122.0,STK,유가증권,93556.95,654898684802.0,KB RISE 대형고배당10Total Return증권상장지수투자신탁(주식),위험자산,Y,PD_RISK_GCD_12,높은위험(2등급),1,2.0,,N,7000000.0,0.0,,,N,주식,국내,20260615.0,2.0,True,ETF,False,KR,mapped,EQUITY,mapped,2026-07-11,PREF01N001,0.07,WISE 대형고배당10 TR 지수,주식,False,0.07,external_krx_20260806,WISE 대형고배당10 TR 지수,external_krx_20260806
,,삼성,1.0,실물복제,20260615.0,11400.0,11410.0,0.09,-1.81,-0.22,-8.54,-10.02,-10.54,11480.0,40676472000.0,11299.02,11320.0,-11299.02,11299.02,2026-06-15 00:00:00,185625682.0,442476666.45,201565720.2,16291.0,39018.4,17912.2,,,KODEX 일본부동산리츠(H),0.0,3600000.0,CURR_CD_KRW,한국원화,,EXG_MKT_NO_001,유가증권,ETF,KR7352540009,A352540,3600000.0,99991231.0,20200513.0,STK,유가증권,11299.02,40676459580.0,삼성 KODEX 일본부동산리츠부동산상장지수투자신탁[REITs-파생재간접형](H),위험자산,Y,PD_RISK_GCD_13,다소높은위험(3등급),1,2.0,,N,3600000.0,0.0,,,N,부동산,일본,20260615.0,3.0,True,ETF,False,JAPAN,mapped,REAL_ESTATE,mapped,2026-07-11,PREF01N001,0.3,Tokyo Stock Exchange REIT Index,부동산,False,0.3,external_krx_20260806,Tokyo Stock Exchange REIT Index,external_krx_20260806
,,타임폴리오,1.0,액티브,20260615.0,10485.0,10425.0,-0.57,-1.51,,-14.34,,,10685.0,399724255000.0,10477.7,10290.0,-10477.7,10477.7,2026-06-15 00:00:00,6742675320.0,14500634917.1,8311482661.4,647012.0,1391132.5,836977.6,,,TIME 코스닥액티브,400002750000.0,38150000.0,CURR_CD_KRW,한국원화,,EXG_MKT_NO_001,유가증권,ETF,KR70162Y0008,A0162Y0,38150000.0,99991231.0,20260310.0,STK,유가증권,10477.7,398676513602.0,타임폴리오 TIME 코스닥액티브증권상장지수투자신탁[주식],위험자산,Y,PD_RISK_GCD_12,높은위험(2등급),1,2.0,,N,38050000.0,0.0,,,N,주식,국내,20260615.0,2.0,True,ETF,False,KR,mapped,EQUITY,mapped,2026-07-11,PREF01N001,0.8,코스닥,주식,False,0.8,external_krx_20260806,코스닥,external_krx_20260806
,,신한,1.0,액티브,20260615.0,53970.0,53975.0,0.01,0.22,1.33,0.79,1.6,1.44,53980.0,1174367397060.0,53964.13,53970.0,-53964.13,53964.13,2026-06-15 00:00:00,15954088216.0,18305298732.0,16237100557.2,295587.0,339529.6,300913.0,,,SOL 초단기채권액티브,0.0,21762000.0,CURR_CD_KRW,한국원화,,EXG_MKT_NO_001,유가증권,ETF,KR7469830004,A469830,21758000.0,99991231.0,20231107.0,STK,유가증권,53964.13,1174367382010.0,신한 SOL 초단기채권액티브증권상장지수투자신탁[채권],안전자산,Y,PD_RISK_GCD_15,낮은위험(5등급),1,2.0,,N,21762000.0,0.0,,,N,채권,국내,20260615.0,5.0,True,ETF,False,KR,mapped,BOND,mapped,2026-07-11,PREF01N001,0.05,KAP 단기자금시장지수,채권,False,0.05,external_krx_20260806,KAP 단기자금시장지수,external_krx_20260806
,,미래에셋,1.0,실물복제,20260615.0,21980.0,22045.0,0.3,-0.88,44.65,13.31,10.25,12.79,22990.0,,21886.76,21665.0,-21886.76,21886.76,2026-06-15 00:00:00,380658010.0,424861132.0,322678429.2,17293.0,19005.45,14673.8,,,TIGER 글로벌혁신블루칩TOP10,132979000000.0,6050000.0,CURR_CD_KRW,한국원화,,EXG_MKT_NO_001,유가증권,ETF,KR7464930007,A464930,6050000.0,99991231.0,20230829.0,STK,유가증권,21886.76,132414927089.0,미래에셋 TIGER 글로벌혁신블루칩TOP10증권상장지수투자신탁(주식),위험자산,Y,PD_RISK_GCD_12,높은위험(2등급),1,2.0,,N,6050000.0,0.0,,,N,주식,글로벌,20260615.0,2.0,True,ETF,False,GLOBAL,mapped,EQUITY,mapped,2026-07-11,PREF01N001,0.48,Mirae Asset Global Innovative Bluechip Top 10 Index(PR),주식,False,0.48,external_krx_20260806,Mirae Asset Global Innovative Bluechip Top 10 Index(PR),external_krx_20260806
,,삼성,1.0,실물복제,20260615.0,23900.0,24285.0,1.61,7.53,78.83,24.44,44.25,42.77,24380.0,2271101692800.0,23796.12,24175.0,-23796.12,23796.12,2026-06-15 00:00:00,29852184375.0,46687213353.7,38124331577.2,1228756.0,1990245.4,1609963.6,,,KODEX 200미국채혼합,0.0,95440000.0,CURR_CD_KRW,한국원화,,EXG_MKT_NO_001,유가증권,ETF,KR7284430006,A284430,95440000.0,99991231.0,20171130.0,STK,유가증권,23796.12,2271101649729.0,삼성 KODEX200미국채혼합증권상장지수투자신탁[채권혼합-파생형],안전자산,Y,PD_RISK_GCD_14,보통위험(4등급),1,2.0,,N,95440000.0,0.0,,,Y,혼합자산,미국,20260615.0,4.0,True,ETF,False,US,mapped,MIXED,mapped,2026-07-11,PREF01N001,0.35,코스피 200 미국채 혼합지수,혼합자산,False,0.35,external_krx_20260806,코스피 200 미국채 혼합지수,external_krx_20260806
,0.4,삼성,1.0,실물복제,20260615.0,44215.0,46500.0,5.17,16.64,187.3,55.23,107.5,102.22,46605.0,,44001.73,45555.0,-44001.73,44001.73,2026-06-15 00:00:00,346289664.0,669080315.95,311272197.8,7471.0,15503.85,7095.8,,,KODEX KTOP30,0.0,600000.0,CURR_CD_KRW,한국원화,,EXG_MKT_NO_001,유가증권,ETF,KR7229720008,A229720,600000.0,99991231.0,20151014.0,STK,유가증권,44001.73,26401039215.0,삼성 KODEX KTOP30 증권상장지수투자신탁[주식],위험자산,Y,PD_RISK_GCD_12,높은위험(2등급),1,2.0,,N,600000.0,0.0,,,N,주식,국내,20260615.0,2.0,True,ETF,True,KR,mapped,EQUITY,mapped,2026-07-11,PREF01N001,0.25,KTOP 30,주식,True,0.4,provided,KTOP 30,external_krx_20260806
,,현대,1.0,액티브,20260615.0,28655.0,29960.0,4.55,11.71,135.91,39.84,72.68,70.42,29960.0,11401624000.0,28504.06,29700.0,-28504.06,28504.06,2026-06-15 00:00:00,716285.0,16681755.0,1755893.0,24.0,572.15,63.2,,,UNICORN R&D 액티브,0.0,400000.0,CURR_CD_KRW,한국원화,,EXG_MKT_NO_001,유가증권,ETF,KR7433250008,A433250,400000.0,99991231.0,20220706.0,STK,유가증권,28504.06,11401624366.0,현대 UNICORN R&D 액티브증권상장지수투자신탁(주식),위험자산,Y,PD_RISK_GCD_12,높은위험(2등급),1,2.0,,N,400000.0,0.0,,,N,주식,국내,20260615.0,2.0,True,ETF,False,KR,mapped,EQUITY,mapped,2026-07-11,PREF01N001,0.355,코스피 200,주식,False,0.355,external_krx_20260806,코스피 200,external_krx_20260806
,,에셋플러스,1.0,액티브,20260615.0,36800.0,36295.0,-1.37,10.99,160.55,49.39,83.87,88.01,36990.0,49979006000.0,35699.29,36295.0,-35699.29,35699.29,2026-06-15 00:00:00,142136985.0,648008400.15,1415236957.4,3881.0,18624.75,40051.4,,,에셋플러스 코리아대장장이액티브,0.0,1400000.0,CURR_CD_KRW,한국원화,,EXG_MKT_NO_001,유가증권,ETF,KR7442090007,A442090,1400000.0,99991231.0,20220920.0,STK,유가증권,35699.29,49979001199.0,에셋플러스 에셋플러스 코리아대장장이액티브증권상장지수투자신탁(주식),위험자산,Y,PD_RISK_GCD_12,높은위험(2등급),1,2.0,,N,1400000.0,0.0,,,N,주식,국내,20260615.0,2.0,True,ETF,False,KR,mapped,EQUITY,mapped,2026-07-11,PREF01N001,0.975,FnGuide 대장장이 지수(Price Return),주식,False,0.975,external_krx_20260806,FnGuide 대장장이 지수(Price Return),external_krx_20260806
,,KB증권(주),2.0,C,20260615.0,62825.0,62440.0,-0.61,24.1,,,,,65400.0,0.0,62585.27,62440.0,450.79,62134.48,2026-06-15 00:00:00,598349720.0,3828846649.3,764642379.4,9304.0,67242.65,13704.0,,,KB 레버리지 반도체 TOP10 TR ETN,0.0,0.0,CURR_CD_KRW,한국원화,,EXG_MKT_NO_001,유가증권,ETN,KRG580000823,Q580082,2500000.0,99991231.0,20260407.0,STK,유가증권,62585.27,155336200000.0,KB증권 KB 레버리지 반도체 TOP10 TR 상장지수증권 제82호,N,N,PD_RISK_GCD_11,매우높은위험(1등급),1,3.0,,N,2500000.0,0.0,,,N,주식,국내,20260615.0,1.0,True,ETN,False,KR,mapped,EQUITY,mapped,2026-07-11,PREF01N001,,,,False,,,,
,,한화,1.0,실물복제,20260615.0,9810.0,10155.0,3.52,,,,,,10175.0,9887210000.0,9887.21,10075.0,-9887.21,9887.21,2026-06-15 00:00:00,460589985.0,,651447065.2,45471.0,,66533.0,,,PLUS 200위클리커버드콜채권혼합,9810000000.0,1000000.0,CURR_CD_KRW,한국원화,,EXG_MKT_NO_001,유가증권,ETF,KR70203D0004,A0203D0,1000000.0,99991231.0,20260602.0,STK,유가증권,9887.21,9887208249.0,한화 PLUS 200위클리커버드콜채권혼합증권상장지수투자신탁(채권혼합-파생형),안전자산,Y,PD_RISK_GCD_13,다소높은위험(3등급),1,2.0,,N,1000000.0,0.0,,,N,혼합자산,미국,20260615.0,3.0,True,ETF,False,US,mapped,MIXED,mapped,2026-07-11,PREF01N001,0.39,코스피 200 KTB 혼합 위클리 고정 10% 커버드콜 지수,혼합자산,False,0.39,external_krx_20260806,코스피 200 KTB 혼합 위클리 고정 10% 커버드콜 지수,external_krx_20260806
,,한국투자,1.0,실물복제,20260615.0,23180.0,24095.0,3.95,-2.63,35.9,21.14,18.2,18.84,24095.0,53495217000.0,23258.79,23475.0,-23258.79,23258.79,2026-06-15 00:00:00,2378045107.0,1531459199.25,750200824.4,99160.0,62808.6,31716.6,,,ACE 미국주식베스트셀러,0.0,2300000.0,CURR_CD_KRW,한국원화,,EXG_MKT_NO_001,유가증권,ETF,KR7473590008,A473590,2300000.0,99991231.0,20231227.0,STK,유가증권,23258.79,53495220022.0,한국투자 ACE 미국주식베스트셀러증권상장지수투자신탁(주식),위험자산,Y,PD_RISK_GCD_12,높은위험(2등급),1,2.0,,N,2300000.0,0.0,,,N,주식,미국,20260615.0,2.0,True,ETF,False,US,mapped,EQUITY,mapped,2026-07-11,PREF01N001,0.3,FnGuide 미국 주식 베스트셀러 지수(시장가격지수),주식,False,0.3,external_krx_20260806,FnGuide 미국 주식 베스트셀러 지수(시장가격지수),external_krx_20260806
,0.0,미래에셋TIGER단기선진국하이일드증권상장지수투자신탁(채권-파생형)(합성,1.0,합성복제,20260615.0,13810.0,13790.0,-0.14,-0.29,2.99,1.06,0.8,0.44,13815.0,8295402000.0,13825.67,13790.0,-13825.67,13825.67,2026-06-15 00:00:00,5833270.0,21661922.5,10056630.0,423.0,1574.35,731.4,,,TIGER 단기선진하이일드(합성 H),8286000000.0,600000.0,CURR_CD_KRW,한국원화,,EXG_MKT_NO_001,유가증권,ETF,KR7182490003,A182490,600000.0,99991231.0,20140324.0,STK,유가증권,13825.67,8295402738.0,미래에셋TIGER단기선진국하이일드증권상장지수투자신탁(채권-파생형)(합성 H),위험자산,Y,PD_RISK_GCD_15,낮은위험(5등급),1,2.0,,N,600000.0,0.0,,,N,채권,국내,20260615.0,5.0,True,ETF,True,KR,mapped,BOND,mapped,2026-07-11,PREF01N001,0.24,iBoxx USD Liquid High Yield 0-5 year Index,채권,True,0.0,provided,iBoxx USD Liquid High Yield 0-5 year Index,external_krx_20260806
,,미래에셋,1.0,액티브,20260615.0,42920.0,44775.0,4.32,15.44,206.89,61.24,116.2,110.51,45100.0,85239300000.0,42619.65,44360.0,-42619.65,42619.65,2026-06-15 00:00:00,445800755.0,910426395.1,633844480.0,9961.0,21935.75,15012.6,,,TIGER AI코리아그로스액티브,85840000000.0,2000000.0,CURR_CD_KRW,한국원화,,EXG_MKT_NO_001,유가증권,ETF,KR7365040005,A365040,2000000.0,99991231.0,20200929.0,STK,유가증권,42619.65,85239291241.0,미래에셋 TIGER AI코리아그로스액티브증권상장지수투자신탁(주식),위험자산,Y,PD_RISK_GCD_12,높은위험(2등급),1,2.0,,N,2000000.0,0.0,,,N,주식,국내,20260615.0,2.0,True,ETF,False,KR,mapped,EQUITY,mapped,2026-07-11,PREF01N001,0.4,코스피,주식,False,0.4,external_krx_20260806,코스피,external_krx_20260806
,,삼성,1.0,실물복제,20260615.0,9340.0,9475.0,1.45,-5.96,21.79,4.81,14.64,18.0,9555.0,,9355.2,9385.0,-9355.2,9355.2,2026-06-15 00:00:00,169955374.0,333281386.8,176174103.0,17921.0,34854.8,18911.0,,,KODEX 필수소비재,0.0,1400000.0,CURR_CD_KRW,한국원화,,EXG_MKT_NO_001,유가증권,ETF,KR7266410000,A266410,1400000.0,99991231.0,20170328.0,STK,유가증권,9355.2,13097286419.0,삼성 KODEX 필수소비재증권상장지수투자신탁[주식형],위험자산,Y,PD_RISK_GCD_12,높은위험(2등급),1,2.0,,N,1400000.0,0.0,,,N,주식,국내,20260615.0,2.0,True,ETF,False,KR,mapped,EQUITY,mapped,2026-07-11,PREF01N001,0.45,KRX 필수소비재,주식,False,0.45,external_krx_20260806,KRX 필수소비재,external_krx_20260806
,,엔에이치투자증권(주),1.0,C,20260615.0,11945.0,12195.0,2.09,4.72,22.93,14.83,8.21,8.79,12195.0,0.0,11972.5,12195.0,-1.52,11974.02,2026-06-15 00:00:00,0.0,10046.5,4769.0,0.0,0.85,0.4,,,N2 선진국 1등주 ETN,0.0,0.0,CURR_CD_KRW,한국원화,,EXG_MKT_NO_001,유가증권,ETN,KRG550000878,Q550087,2000000.0,99991231.0,20240430.0,STK,유가증권,11972.5,23948040000.0,NH투자증권 N2 선진국 1등주 상장지수증권 제87호,N,N,PD_RISK_GCD_11,매우높은위험(1등급),1,3.0,,N,2000000.0,0.0,,,N,주식,글로벌,20260615.0,1.0,True,ETN,False,GLOBAL,mapped,EQUITY,mapped,2026-07-11,PREF01N001,,,,False,,,,
,,미래에셋,1.0,실물복제,20260615.0,12270.0,12380.0,0.9,-5.32,30.11,8.69,2.19,2.91,12400.0,,12268.21,12270.0,-12268.21,12268.21,2026-06-15 00:00:00,5418321344.0,4715730309.05,4845922318.0,439418.0,365357.9,390009.4,,,TIGER 미국AI빅테크10타겟데일리커버드콜,274234500000.0,22350000.0,CURR_CD_KRW,한국원화,,EXG_MKT_NO_001,유가증권,ETF,KR7493810006,A493810,22350000.0,99991231.0,20241015.0,STK,유가증권,12268.21,274194421384.0,미래에셋 TIGER 미국AI빅테크10타겟데일리커버드콜증권상장지수투자신탁(주식),위험자산,Y,PD_RISK_GCD_12,높은위험(2등급),1,2.0,,N,22350000.0,0.0,,,N,주식,미국,20260615.0,2.0,True,ETF,False,US,mapped,EQUITY,mapped,2026-07-11,PREF01N001,0.25,KEDI 미국AI빅테크10+15%데일리프리미엄 지수(TR),주식,False,0.25,external_krx_20260806,KEDI 미국AI빅테크10+15%데일리프리미엄 지수(TR),external_krx_20260806
,,한국투자,1.0,액티브,20260615.0,105045.0,105045.0,0.0,0.23,1.59,0.82,1.64,1.46,105045.0,890887204900.0,105020.3,105035.0,-105020.3,105020.3,2026-06-15 00:00:00,1662904915.0,3406671074.25,3807183194.2,15831.0,32466.15,36246.8,,,ACE 머니마켓액티브,0.0,8483000.0,CURR_CD_KRW,한국원화,,EXG_MKT_NO_001,유가증권,ETF,KR7487340002,A487340,8483000.0,99991231.0,20240709.0,STK,유가증권,105020.3,890887222106.0,한국투자 ACE 머니마켓액티브 증권상장지수투자신탁(채권),안전자산,Y,PD_RISK_GCD_15,낮은위험(5등급),1,2.0,,N,8483000.0,0.0,,,N,채권,국내,20260615.0,5.0,True,ETF,False,KR,mapped,BOND,mapped,2026-07-11,PREF01N001,0.05,MK-KAP 머니마켓 총수익지수,채권,False,0.05,external_krx_20260806,MK-KAP 머니마켓 총수익지수,external_krx_20260806
,,미래에셋,1.0,실물복제,20260615.0,21085.0,22125.0,4.93,6.58,100.77,25.5,57.75,56.08,22290.0,23187329000.0,21079.39,21780.0,-21079.39,21079.39,2026-06-15 00:00:00,104442185.0,153456755.75,78307528.0,4732.0,7178.25,3715.8,,,TIGER KEDI혁신기업ESG30,23193500000.0,1100000.0,CURR_CD_KRW,한국원화,,EXG_MKT_NO_001,유가증권,ETF,KR7417630001,A417630,1100000.0,99991231.0,20220208.0,STK,유가증권,21079.39,23187331198.0,미래에셋 TIGER KEDI혁신기업ESG30증권상장지수투자신탁(주식),위험자산,Y,PD_RISK_GCD_12,높은위험(2등급),1,2.0,,N,1100000.0,0.0,,,N,주식,국내,20260615.0,2.0,True,ETF,False,KR,mapped,EQUITY,mapped,2026-07-11,PREF01N001,0.5,KEDI 혁신기업ESG30 지수(시장가격 지수),주식,False,0.5,external_krx_20260806,KEDI 혁신기업ESG30 지수(시장가격 지수),external_krx_20260806
