itm_no,prfd_attr_cd
KR5537000002,V102
KR5039410010,C103
KR5113459031,N167
KR5114450481,M111
KR511702034M,CHN
KR510904084M,N125
KR5127490287,M106
KR5114450375,M109
KR5123450018,V102
KR5159651004,G118
KR5117490300,D102
KR5113470000,V103
KR5110450096,C101
KR515009091M,M109
KR513706039M,D106
KR5181490038,M112
KR5127490066,D106
KR5110490064,C103
KR5153490413,G115
KR5110450131,V101
KR5014410020,V101
KR5153450958,M111
KR5125490015,C101
KR5113490010,C101
KR5153450552,CHN
KR5114450616,G118
KR5194450011,D102
KR5152450035,D102
KR5114470097,M109
KR5153490526,G110
KR5153450937,C101
KR5114450270,M109
KR5114490195,F103
KR5035101412,D102
KR5153470247,V102
KR5117430024,C103
KR510902242M,C103
KR5157480001,C103
KR5134450036,W101
KR510909197M,V103
KR5114450040,D102
KR5134400008,M109
KR5114450548,D106
KR510902419M,M109
KR5114450161,M111
KR5153400029,W101
KR5133490030,C103
KR5110451017,G118
KR5138450043,D102
KR5153651013,M111
KR513502172M,M111
KR5125490038,M106
KR5153420066,V101
KR513702032M,D102
KR510904147M,C103
KR5153430110,M111
KR513506187M,M112
KR5157480022,M109
KR5123761002,D102
KR510901131M,USA
KR5157450139,G110
KR5152430130,R105
KR518105024M,M109
KR5151450052,VNM
KR510902647M,D102
KR513704009M,N135
KR518105008M,W114
KR510902314M,D105
KR5152430016,C101
KR510909010M,C103
KR5557450020,V101
KR5149490019,M109
KR5114450212,S104
KR5148420089,C103
KR5127450197,M109
KR5157420003,D106
KR5138490140,C103
KR5114450657,F103
KR5117490410,F103
KR510101016M,D102
KR5174430031,N137
KR5153430261,F103
KR5127450023,M111
KR5153490635,D106
KR5114450433,M111
KR5117490018,D102
KR5114450211,S104
KR515203009M,D106
KR5133651003,V102
KR5127450150,N140
KR5157420009,M111
KR5181490044,C103
KR5149490067,G110
KR5144450009,W101
KR510902101M,F104
KR510902926M,D102
KR5127450061,C101
KR5153490400,D102
KR5170450030,M111
KR5127450091,V101
KR510903055M,M101
KR5174450054,D102
KR5156490065,M111
KR5110651016,V102
KR5113450126,V101
KR5127420138,C101
KR5120470011,V101
KR5153430150,M111
KR5114490102,C103
KR5147430074,M111
KR5118430030,G118
KR5127490074,C101
KR5120470020,M111
KR5127490330,W108
KR5133420011,M109
KR5139420040,D102
KR5557450004,M111
KR5114450111,G118
KR5127450030,F103
KR5114490057,N177
KR5153470241,V102
KR510906180M,V101
KR5114450643,F103
KR5172450094,W108
KR510904150M,V101
KR5114440003,C103
KR5144490042,C101
KR5153490150,C101
KR5127440013,C103
KR5114450331,CHN
KR5117450026,P103
KR5138490046,W101
KR5113459003,V102
KR5172450057,D102
KR5049101026,D106
KR5114550029,V101
KR5142450036,G118
KR5113450501,M109
KR5147490037,M112
KR5153490705,G115
KR5127450348,N143
KR5148490057,M109
KR5117430009,G115
KR5142450033,G118
KR5148490137,C101
KR5114420001,C101
KR5127550028,D106
KR5117490023,D102
KR517302073M,C103
KR5110490053,C101
KR5113490033,N177
KR5127490208,N143
KR5113450297,D102
KR5010252001,P121
KR5153450281,D102
KR5153460018,M111
KR5113456005,F103
KR5129490055,T225
KR512102041M,C101
KR513503010M,C101
KR510902157M,G118
KR5152651001,M111
KR513502066M,V102
KR513502180M,C103
KR5114492007,C102
KR513702016M,BRA
KR5153450333,CHN
KR5133601008,C101
KR5153480068,V102
KR5152601023,M111
KR5153420318,F103
KR5159490039,M106
KR5114800001,C101
KR5118470010,V101
KR5127490361,C101
KR5114490036,F103
KR5142450062,C101
KR5113440022,C101
KR5178490036,V102
KR5153450363,W106
KR5144450116,V102
KR5127490136,C101
KR5147450083,F101
KR516102008M,D102
KR5113600026,S104
KR5113450141,C103
KR5114450558,N142
KR5162450029,P104
KR5135450017,G110
KR5152450049,HKG
KR5114450347,C101
KR5133420018,V101
KR5185450043,M109
KR5153540031,G115
KR5117490215,D102
KR5153470116,V102
KR5114470062,C103
KR5113450508,F103
KR5123490136,W101
KR5133600024,V101
KR5119450003,C101
KR5110420166,D102
KR5114450502,S104
KR5157530012,C103
KR5153470063,C101
KR5144450069,F103
KR5122430010,V101
KR5132450017,V101
KR5127490178,D102
KR5117480001,V101
KR5157450120,N135
KR5110490007,D102
KR5117490025,M105
KR5152430008,G115
KR5153420278,W104
KR513509055M,M109
KR512806019M,M112
KR5117490114,C103
KR5114550029,D102
KR5149420026,D102
KR511L430008,M111
KR5153490540,F101
KR5185450048,M111
KR517609015M,M111
KR5153450285,C103
KR5113490031,T225
KR5127420034,P121
KR5117490187,R107
KR5120420091,M111
KR5152430096,M111
KR5117450036,CHN
KR5181490011,W101
KR5119400015,C103
KR5123490136,C103
KR5129490062,V102
KR5172450130,C101
KR5127490195,V102
KR510902006M,V101
KR5153490601,M111
KR5134450030,D102
KR5181490101,C101
KR5144490086,C101
KR5133450051,M111
KR5114490057,D106
KR5123490015,N126
KR5120490033,V103
KR5120450022,P102
KR5152450001,D102
KR5153490160,M109
KR5010201141,V101
KR5153430210,M111
KR5131530041,R105
KR5127470102,C103
KR510902708M,M109
KR5153400061,D102
KR5127490320,V101
KR5131470011,M107
KR5114450040,G118
KR5138490054,C103
KR5153420175,C101
KR5110450121,C103
KR5147550004,M111
KR5147490067,D106
KR5113490094,F103
KR5113450040,C103
KR5127490136,W101
KR5149420020,V101
KR5120450058,M111
KR5133400027,M109
KR511104007M,C103
KR5148490050,M112
KR5131490027,C101
KR5114950013,C103
KR5153420105,D102
KR5144450072,C103
KR5114490492,W101
KR5114450430,G110
KR5181490174,W101
KR5123651018,G118
KR5114490048,N177
KR5187450017,V101
KR5137470015,M109
KR5127420119,D106
KR5153450910,M109
KR5114420038,M111
KR5114450308,D106
KR5114450200,M109
KR5148800018,M109
KR513702052M,V101
KR5127490201,M111
KR5114490086,T220
KR5114450345,M111
KR5153420117,USA
KR5113450141,M111
KR5153490460,W101
KR5114490157,C101
KR5170651005,C101
KR5156450018,V101
KR5148490024,G118
KR5148450087,M109
KR513502108M,C101
KR518105038M,G115
KR510902142M,C103
KR510904100M,W101
KR5156450013,D102
KR5139430012,M109
KR5113490152,G110
KR5144492164,F103
KR5114450483,C103
KR5117490029,M111
KR5053410002,V101
KR5134420029,V101
KR5113490229,M106
KR510902160M,V102
KR5170651010,W137
KR517609090M,M111
KR5153450069,M109
KR5124450068,D102
KR5120490035,M111
KR5181490062,C103
KR5120420031,C101
KR5187450061,M111
KR516004023M,D106
KR512002070M,M111
KR5134450068,C101
KR5117490135,D106
KR550902404M,M111
KR5131420003,D102
KR518105034M,G118
KR5113450184,M109
KR5129450024,M109
KR5157450104,M109
KR5117420067,C102
KR5187430016,N178
KR5127450023,G118
KR5110651016,M111
KR5147490032,S102
KR5133420011,V101
KR518102075M,G115
KR5129420026,G110
KR5110450014,W138
KR5144492024,D106
KR5153490002,M109
KR5153470090,V102
KR5118420016,D106
KR5132450028,D106
KR5134490028,C103
KR515009060M,M109
KR5118420016,C103
KR5113450192,G118
KR5127450376,N134
KR5134420028,C103
KR5157450079,G110
KR510902911M,G118
KR5114490138,G115
KR5153490566,D106
KR5024410010,C101
KR5114450264,V102
KR5127490309,T210
KR510904164M,V103
KR5113450243,W101
KR517609028M,D102
KR5153450205,C103
KR510909166M,M109
KR510102004M,D102
KR5148800001,D102
KR5134490087,D106
KR5181490204,V102
KR5127490020,C101
KR5161430003,V101
KR510902310M,M111
KR5111440011,C101
KR5144490055,M106
KR5153450599,G115
KR5137470081,N125
KR5139430038,R107
KR5153450831,C101
KR5114490112,W101
KR515009096M,M111
KR5153400043,M106
KR5110420012,M111
KR5116430030,M111
KR5123800003,C101
KR5117490123,T255
KR5133530011,M111
KR511802006M,D102
KR513102132M,M109
KR5119470006,M109
KR510904073M,W101
KR517302033M,G118
KR510902695M,JPN
KR518102078M,F103
KR5131450024,V101
KR5110450084,M111
KR5116430038,G110
KR5153430395,C102
KR5127470084,M111
KR5113459014,C101
KR5123490082,W101
KR5144490047,C101
KR513509044M,C101
KR5152430124,M111
KR5114490047,T240
KR5557450005,C101
KR5142420020,N109
KR5113450280,N145
KR513502027M,M111
KR5138490010,V102
KR5142450010,M109
KR5114490127,M112
KR5123490123,C101
KR5113490017,D106
KR5172420010,C103
KR510909009M,C103
KR5138490097,M121
KR5114490132,D106
KR5114470118,D102
KR5114470145,F103
KR5153420255,C101
KR5114490286,N167
KR5170450050,V102
KR5139430105,G110
KR5113450004,M111
KR5113490050,M112
KR5153450554,C101
KR5174450052,M111
KR5116430000,V101
KR5127450271,F103
KR5113490091,T250
KR511502053M,D102
KR5123490121,D102
KR5156450059,C101
KR515009052M,V102
KR517502041M,C103
KR5147430055,F103
KR5116450079,M109
KR5114490119,M112
KR5117470007,S115
KR5139490010,V102
KR5114420108,D102
KR5142450020,D102
KR5053410047,D102
KR5118420021,C103
KR5170450012,C101
KR512002059M,D102
KR5174450042,M111
KR5127450372,V102
KR5110450202,D102
KR518105027M,C101
KR515009070M,C103
KR5124471005,V101
KR5120530027,D106
KR5153400076,V103
KR5113450243,M111
KR5027101405,C101
KR5129670008,V102
KR5142490144,M111
KR5153490591,M111
KR5182490098,W101
KR5129450096,C101
KR513702037M,C103
KR5142440012,C101
KR5133651007,C101
KR5127420021,C103
KR5127470091,USA
KR5153450601,D106
KR5138601003,C101
KR5113490197,M111
KR5153450253,C103
KR5127490200,C101
KR5185450047,N112
KR512306005M,C102
KR5153490903,C103
KR5023151004,C103
KR5153420211,M111
KR5134440038,D102
KR5114800001,C103
KR5144470103,W101
KR5113490280,M111
KR5113490128,M109
KR5138490086,C101
KR5133420018,D102
KR5113450181,V101
KR5134490066,V103
KR5153490444,G115
KR5122450011,M111
KR5125601004,G110
KR5117430027,M111
KR5153470129,D102
KR5131601013,V101
KR5153420240,C103
KR5113450001,N101
KR513502069M,S104
KR515085048M,C103
KR5147490063,W101
KR5119430029,C103
KR5153490539,C101
KR5181450023,D102
KR5142420010,C103
KR5114420051,M111
KR517502038M,C103
KR5137470146,D102
KR511704024M,M111
KR5151450061,M111
KR5127450272,M109
KR5187450010,C101
KR5170450016,F101
KR5148420130,M109
KR518105001M,V103
KR5153490591,V102
KR5144490065,V102
KR5180450020,V101
KR5153490625,F103
KR5153450520,C103
KR513102118M,M111
KR511206004M,S117
KR5123490014,C103
KR5114450084,G118
KR5153490148,W101
KR5127430011,P102
KR5114450509,S104
KR5131450046,D106
KR5133470030,M111
KR513503014M,D102
KR5114450480,C103
KR5117490179,C103
KR518102075M,F103
KR5123470012,O133
KR5144490083,D106
KR5144470051,M111
KR5127490073,C101
KR5172450072,D102
KR5187450139,C103
KR510902161M,V102
KR5118430013,V101
KR5157450128,G115
KR5172440018,D102
KR517302084M,G110
KR5123490073,C103
KR5144492003,M109
KR510906160M,V102
KR518104057M,D102
KR5182490037,D106
KR5117430316,W101
KR5131450163,W101
KR5114450667,C103
KR5127450388,F103
KR5125450102,M109
KR5153420015,W101
KR5138490059,C103
KR511502040M,C101
KR5153400002,N161
KR5170420037,C101
KR513G450006,D106
KR5153480017,D106
KR512F490004,M111
KR5153450291,C103
KR510902577M,N115
KR5143450039,M109
KR5153470242,M109
KR5114450607,D102
KR5153490001,W102
KR5113490149,M106
KR5117490034,V102
KR510909076M,S117
KR5153470129,M111
KR5114450362,G118
KR5114490146,G110
KR5110450020,S101
KR5138490080,C103
KR5153450589,C103
KR5172490002,W101
KR5119450001,RUS
KR510902911M,C101
KR513509011M,W101
KR5114800005,M111
KR5153450577,F101
KR510906151M,P101
KR5178490023,T240
KR5148450071,M111
KR5181490090,V102
KR5124471005,C103
KR5125490015,D102
KR5153400066,F103
KR5114490459,C103
KR5120450051,F101
KR5153430013,N125
KR5127420133,D106
KR5153490737,V102
KR5127450333,W101
KR5010251366,C103
KR5117490123,D102
KR517709021M,D102
KR513505001M,C101
KR5151430046,M111
KR5182490145,W116
KR5138490066,D102
KR5113450184,C103
KR510909168M,C101
KR5114490066,C101
KR510902437M,V101
KR5123420018,V101
KR5558601001,D102
KR5142450022,M112
KR5182490015,D102
KR5136450030,V101
KR514X450004,D102
KR5153450768,C103
KR5172450104,C103
KR5153420275,F103
KR5013101466,P121
KR517602037M,W107
KR5142490062,D102
KR5114490106,C101
KR5138450031,C101
KR5114420022,C103
KR5123490028,G115
KR5175450031,M111
KR5153490492,W101
KR512002072M,V102
KR5117430001,C101
KR5153450282,M111
KR5153450082,C101
KR5127651007,C101
KR5157450009,C103
KR5117490193,W101
KR5160430008,G115
KR5131420029,C101
KR5127450435,N135
KR5133450061,D102
KR5148490030,W101
KR5175930041,F107
KR5113450032,V101
KR5187550038,C103
KR5114450331,M109
KR5114490095,N177
KR513706028M,N126
KR5052101402,C101
KR5113450341,V102
KR5119490012,C101
KR5153450286,V101
KR5153420093,V102
KR513102012M,D106
KR5110420103,N143
KR5142490131,D106
KR5153450380,D105
KR5153490572,D102
KR5181450050,V102
KR517609072M,W114
KR5117651018,D102
KR5125450133,M101
KR5148450149,M112
KR5153450788,C101
KR5181450043,D102
KR5149490028,C101
KR5152450023,M111
KR512002062M,D102
KR5553450006,V101
KR518102074M,W110
KR5153450294,C101
KR5175450033,V101
KR5134490045,T225
KR5123490118,M111
KR5153450511,V101
KR5151430059,D102
KR5119450002,G118
KR5127450113,N135
KR5127651023,G118
KR5153490902,M109
KR5133550037,N122
KR5114470050,M111
KR5114490397,M111
KR510909236M,D102
KR5153470081,M111
KR5114450148,F103
KR5117490128,F103
KR5127450030,CHN
KR510902487M,C101
KR5127490417,F103
KR5113456015,M109
KR5127450195,BRA
KR5148490033,V102
KR5113490123,D106
KR5144450114,N153
KR513706040M,D102
KR5187430018,D103
KR5127430097,D106
KR5117490457,G115
KR5120490042,N177
KR5127450367,N143
KR5113450102,V102
KR5125440040,V101
KR5181490204,C103
KR5174450011,M111
KR510906209M,C101
KR5131530043,D102
KR5114492005,G110
KR510902787M,D102
KR5144420093,V101
KR5114550020,F103
KR5129800003,C101
KR5114490127,M109
KR5153450680,C103
KR5127490353,C102
KR5114470137,V102
KR550902401M,C101
KR5117450105,N132
KR515002021M,N109
KR5129450098,M111
KR511502044M,M109
KR5170651012,M109
KR5187450090,M111
KR5125490036,W101
KR5153651026,M111
KR510502051M,G118
KR5031410010,E101
KR5153400037,W101
KR5153470110,W101
KR510902790M,D106
KR5114490317,F103
KR5114470041,M111
KR517509050M,C103
KR511502053M,M111
KR5153470253,C103
KR517302055M,M112
KR5152450023,C103
KR5144490077,N167
KR5153450574,D102
KR513102127M,C103
KR510902634M,W121
KR5114450296,M112
KR510902587M,M111
KR5153420117,M109
KR5151450052,W112
KR513506183M,M111
KR510904163M,W101
KR5113490067,M106
KR5181450034,O102
KR5143800001,N114
KR5125490007,M106
KR5114450143,D102
KR5127471000,M111
KR5110800004,M105
KR5114450124,C101
KR5187550011,C101
KR5151430055,V103
KR5010201224,C103
KR5153450946,D102
KR510902925M,G101
KR511013548M,C103
KR5153450536,D106
KR5148000009,V102
KR5113490142,F103
KR5113420065,C103
KR5114450427,G110
KR513706018M,S117
KR5120920058,C102
KR5114440042,M111
KR5153400067,M109
KR517609039M,V102
KR5127490171,D102
KR5127470031,S104
KR5152430001,C101
KR5116430068,M111
KR5113450014,P103
KR5139420020,M109
KR510903122M,P101
KR5153450228,C101
KR5153490136,V103
KR5153450146,G118
KR5144451000,P101
KR5114450626,D106
KR5116450052,CHN
KR5182490013,M112
KR5113490206,W101
KR5178490004,F103
KR5144492064,C101
KR5153450162,M111
KR5122440016,M111
KR5142490050,M112
KR5110420101,V102
KR5157420010,C101
KR513502101M,S104
KR510909248M,F103
KR5171490004,D102
KR5120470015,D102
KR5153450159,M109
KR5134400016,C101
KR5149490039,G115
KR5127450425,USA
KR5114450660,V102
KR5110420110,N143
KR5157450135,C103
KR5147430019,M111
KR5116490001,D106
KR5127450337,D102
KR5153490524,C101
KR5114499991,C103
KR5127450341,W122
KR5144470105,C101
KR5153420207,D102
KR5148450156,C101
KR5110550010,M109
KR5119450009,M109
KR5113450262,M109
KR5137470138,W112
KR510902109M,V102
KR5153450261,C103
KR5153450357,G115
KR5134490076,M111
KR5127490412,C103
KR510902706M,D106
KR5131450023,N156
KR5151450094,G110
KR5144420019,C103
KR5153490652,C101
KR5170490078,M109
KR5144470010,C101
KR5117490090,M111
KR5187550036,C103
KR511102075M,W101
KR5127440091,M109
KR513509011M,M111
KR5144450111,C101
KR5144430007,V101
KR5170420036,C103
KR5139430101,C103
KR5144450010,C103
KR5127420072,C101
KR5110450158,M109
KR5127490357,M111
KR5148450043,M111
KR510902575M,C103
KR513502066M,M109
KR5127490125,M106
KR5125450133,D102
KR5157450086,S108
KR5114450656,D102
KR5144492063,G110
KR5018410031,D106
KR5153420051,E102
KR5153430170,V103
KR5113450264,C101
KR5113450284,C103
KR5114450482,C101
KR5180490002,M109
KR511X490001,C101
KR5127420145,M111
KR5148420100,M111
KR5113490219,C101
KR5181490228,C101
KR5114450254,USA
KR5117430081,C101
KR5122420015,C101
KR5153450066,N122
KR5131430014,C101
KR5153450471,D102
KR518102089M,C103
KR5153450105,M109
KR5020201005,V101
KR5151601011,C101
KR5153450558,G118
KR5172420022,M109
KR5131450091,V102
KR510902225M,D102
KR5149490057,M109
KR5181450039,V102
KR5178430002,R105
KR5127471001,S104
KR5111490046,W101
KR5153450401,M111
KR5133450033,M109
KR515203001M,C101
KR5110420104,N143
KR5153470206,W104
KR5118440001,C101
KR5120352008,D102
KR511L440001,R105
KR5153450293,W101
KR5114450255,G118
KR5152430111,V101
KR5153490603,C103
KR5124471002,C103
KR5120450041,V101
KR5153450141,D102
KR5113490218,W101
KR5153450057,C103
KR5132450019,M111
KR5153490668,C103
KR5114499992,F103
KR5114492007,F103
KR511102095M,D106
KR5110651028,BRA
KR516002008M,C101
KR5148490051,D102
KR5129490109,G115
KR5153420253,C103
KR5153450053,D102
KR5153490625,M111
KR5119450084,G118
KR5138490145,D106
KR510903063M,D102
KR5114470053,V102
KR5153450380,S104
KR5113490148,C103
KR5114490055,W101
KR5114490269,M111
KR5134450051,C101
KR5118420065,C101
KR5152430103,CHN
KR517609089M,C101
KR5113450187,C103
KR5114450040,C101
KR5181490100,C103
KR510902305M,M111
KR5120530021,C103
KR5148651002,M109
KR5114450316,D106
KR5114420120,V102
KR5153490024,C101
KR5153651024,C101
KR5133601008,N109
KR5181450023,C103
KR5113459007,F103
KR510502099M,P104
KR5153450250,G115
KR5142450020,N109
KR5142490146,W101
KR5156450010,M109
KR510902891M,F103
KR5157550011,P101
KR5153540020,F103
KR5148490001,F101
KR512102003M,M111
KR5153420039,C101
KR5133530018,N122
KR5114490253,D102
KR5153490556,G115
KR5137470043,M109
KR5125450136,F103
KR5137470143,F101
KR5153450781,N143
KR5133420001,M111
KR5152440023,V101
KR5153490739,W101
KR5113651015,N149
KR5110420102,N143
KR5153451164,G115
KR5133430000,V103
KR5134400018,G110
KR5153430131,V101
KR511105003M,C101
KR5120920066,F103
KR5144492064,W101
KR5139450048,M109
KR5113490256,V102
KR518104009M,M111
KR510902672M,KOR
KR5117450113,V102
KR5125450115,D102
KR5111450024,P103
KR5127420075,V102
KR513502076M,V102
KR5139430110,D102
KR5117490177,W104
KR5153451138,W104
KR5144450043,M111
KR5181490235,F103
KR5113490088,C103
KR5151450056,C103
KR518102022M,V101
KR5113490067,D102
KR518103005M,D102
KR510909219M,C103
KR5114450372,V101
KR5148490021,V102
KR5129450147,M109
KR5151470020,N114
KR5123490010,V101
KR5113420068,N167
KR5114490021,D102
KR5153420264,C103
KR510902758M,M111
KR5153450362,D102
KR5131490043,T230
KR5120450081,N142
KR5153450401,C101
KR5133430002,G110
KR5111470006,D106
KR5153460000,D102
KR5148800004,W101
KR513504009M,C101
KR5153450599,C103
KR5120530028,C103
KR5153450323,C103
KR5149490018,S121
KR5127440037,C103
KR5127490373,M109
KR512F490007,M111
KR5114490148,P121
KR5114490473,W101
KR5153450526,F102
KR5153450596,N138
KR511106018M,USA
KR5114490198,D102
KR5127450371,M109
KR513509066M,V102
KR510903060M,M111
KR514201001M,D102
KR5123490114,V102
KR510902068M,D105
KR510904100M,D106
KR5114490357,W101
KR5125430042,M101
KR5117471001,D106
KR515009056M,M112
KR5117450103,G110
KR513502023M,G118
KR5172450081,G115
KR510902582M,G118
KR5149450101,D102
KR5179450011,C103
KR518104066M,N125
KR5160420004,C101
KR5144492061,V102
KR5127450051,C103
KR5110450081,C101
KR5116450060,D102
KR5117490112,W101
KR5110490008,G115
KR5153450638,M109
KR5114450563,W101
KR5124490013,C103
KR510902904M,M111
KR516702026M,CHN
KR5151430050,C101
KR5148450025,V102
KR5117490112,S121
KR5170490095,M111
KR5181450040,D105
KR511302004M,D102
KR5151450081,S104
KR5153490653,D102
KR5138490060,D102
KR510909234M,M112
KR5116450070,F103
KR5113450005,C101
KR5148420110,C101
KR5123450158,C103
KR510902513M,C101
KR5514470011,C101
KR5117450108,V101
KR516702026M,F103
KR5127490178,M111
KR5114450357,F103
KR5153450637,V102
KR5148450039,G118
KR511504006M,M111
KR5153430121,M111
KR5181490156,N167
KR5157480002,V102
KR5172490048,C103
KR513502108M,V102
KR5110450091,C101
KR517509069M,M111
KR5172440017,V101
KR5118420032,E102
KR5114550031,D102
KR551006008M,M111
KR513702045M,N108
KR510902655M,C101
KR5127490168,V103
KR5116590007,M109
KR5133450098,C103
KR5147450070,D106
KR5127490023,P101
KR5113490216,W101
KR5110450137,S108
KR5137450110,C103
KR518102056M,P101
KR5113430900,M111
KR5113490019,F103
KR5133450036,M109
KR510901047M,N135
KR5127450471,V101
KR5148490070,C101
KR5117420059,G110
KR5113420050,D102
KR5133450001,N106
KR5153440044,M109
KR5153450032,C101
KR5553450002,D102
KR5152430131,R111
KR5137470142,G118
KR5114460008,F103
KR5147430076,V103
KR5152430104,M111
KR5144490200,D102
KR5557450036,P103
KR518102015M,G115
KR5114450075,S104
KR5127490319,M109
KR5181450034,W101
KR5131490028,F103
KR510902859M,M111
KR5147430073,V103
KR510903029M,C104
